"prov.orig","prov.comp","temp","cup","elpd"
"IPU","QC",30,"42",-8.38973925264633
"NB2","QC",30,"42",-4.70692766925217
"ON","QC",30,"42",-9.67010574145707
"QC","QC",30,"42",-3.50856601396814
"IN","AB",35,"42",-12.4292957456908
"IPU","AB",35,"42",-8.12969205062309
"NB2","AB",35,"42",-9.81195699764653
"ON","AB",35,"42",-6.28344761940573
"QC","AB",35,"42",-9.66390382067826
"IN","IN",35,"42",-8.76601131898847
"IPU","IN",35,"42",-8.64714201443369
"NB2","IN",35,"42",-16.2277123627674
"ON","IN",35,"42",-4.55049360784268
"QC","IN",35,"42",-10.5632895565187
"IN","IPU",35,"42",-15.7743450208443
"IPU","IPU",35,"42",-4.82625175620659
"NB2","IPU",35,"42",-15.3835277001999
"ON","IPU",35,"42",-5.67415263504639
"QC","IPU",35,"42",-11.6291423313821
"IN","NB2",35,"42",-10.1672801840147
"IPU","NB2",35,"42",-25.4329358267231
"NB2","NB2",35,"42",-6.28746225768441
"ON","NB2",35,"42",-12.6443160099211
"QC","NB2",35,"42",-12.0090309185747
"IN","ON",35,"42",-10.5098522415365
"IPU","ON",35,"42",-15.7963133460195
"NB2","ON",35,"42",-7.02928871625693
"ON","ON",35,"42",-4.80075404308119
"QC","ON",35,"42",-10.3245300016422
"IN","QC",35,"42",-9.42258293303135
"IPU","QC",35,"42",-15.9954750193913
"NB2","QC",35,"42",-6.10108681204301
"ON","QC",35,"42",-8.7003559498359
"QC","QC",35,"42",-9.24590517936721
"IN","AB",5,"43",-5.11309116349554
"IPU","AB",5,"43",-5.67986737187084
"NB2","AB",5,"43",-9.38729271039962
"ON","AB",5,"43",-4.75587931418561
"QC","AB",5,"43",-5.38104871802759
"IN","IN",5,"43",-3.86537449315505
"IPU","IN",5,"43",-10.6462139403132
"NB2","IN",5,"43",-16.0619224917219
"ON","IN",5,"43",-6.67976951650283
"QC","IN",5,"43",-11.0043643141161
"IN","IPU",5,"43",-5.39761563665369
"IPU","IPU",5,"43",-9.28847672026377
"NB2","IPU",5,"43",-11.2161151594654
"ON","IPU",5,"43",-5.08111720987772
"QC","IPU",5,"43",-6.63907214955992
"IN","NB2",5,"43",-5.28449323232303
"IPU","NB2",5,"43",-6.6972353636578
"NB2","NB2",5,"43",-11.2052323015754
"ON","NB2",5,"43",-6.09609271400352
"QC","NB2",5,"43",-4.52044168491976
"IN","ON",5,"43",-4.75690056675844
"IPU","ON",5,"43",-6.33796609707684
"NB2","ON",5,"43",-9.21746048854657
"ON","ON",5,"43",-3.24483675583961
"QC","ON",5,"43",-3.98116106018536
"IN","QC",5,"43",-5.45586847929498
"IPU","QC",5,"43",-7.24912163870987
"NB2","QC",5,"43",-9.0811790398557
"ON","QC",5,"43",-6.64218883396007
"QC","QC",5,"43",-3.48460742146318
"IN","AB",10,"43",-5.98334679194712
"IPU","AB",10,"43",-5.93775267024101
"NB2","AB",10,"43",-5.90685426125591
"ON","AB",10,"43",-5.2214795340205
"QC","AB",10,"43",-5.43421344825912
"IN","IN",10,"43",-4.49829240777477
"IPU","IN",10,"43",-3.76309497097512
"NB2","IN",10,"43",-9.95191845131376
"ON","IN",10,"43",-7.00392880795269
"QC","IN",10,"43",-8.54993721321339
"IN","IPU",10,"43",-8.35030331737446
"IPU","IPU",10,"43",-3.05380573937702
"NB2","IPU",10,"43",-8.39645520016239
"ON","IPU",10,"43",-5.42209712378982
"QC","IPU",10,"43",-4.67361550365787
"IN","NB2",10,"43",-5.15693939234615
"IPU","NB2",10,"43",-14.9437425641307
"NB2","NB2",10,"43",-4.57644696379515
"ON","NB2",10,"43",-6.69939415903278
"QC","NB2",10,"43",-6.15473249816682
"IN","ON",10,"43",-5.4159337066971
"IPU","ON",10,"43",-18.3526378097681
"NB2","ON",10,"43",-7.57928591721219
"ON","ON",10,"43",-3.55565181734837
"QC","ON",10,"43",-5.91859180384267
"IN","QC",10,"43",-5.22008162616007
"IPU","QC",10,"43",-16.0349201760615
"NB2","QC",10,"43",-6.94772003355711
"ON","QC",10,"43",-7.15400089331662
"QC","QC",10,"43",-3.19504067950367
"IPU","AB",15,"43",-9.75574592508726
"IPU","IN",15,"43",-7.81036025653642
"IPU","IPU",15,"43",-10.0376905772988
"IPU","NB2",15,"43",-28.085171309016
"IPU","ON",15,"43",-31.0411648750275
"IPU","QC",15,"43",-26.5050494617708
"IN","AB",20,"43",-5.08329249238997
"IPU","AB",20,"43",-5.21781352906052
"NB2","AB",20,"43",-5.64241790958058
"ON","AB",20,"43",-6.9746433059604
"QC","AB",20,"43",-5.94009087700676
"IN","IN",20,"43",-4.02073004623176
"IPU","IN",20,"43",-6.09650766179515
"NB2","IN",20,"43",-10.9417164057364
"ON","IN",20,"43",-13.5228732030534
"QC","IN",20,"43",-12.5633514242453
"IN","IPU",20,"43",-4.37391936505348
"IPU","IPU",20,"43",-3.50312784191129
"NB2","IPU",20,"43",-4.59601205389972
"ON","IPU",20,"43",-10.4255596247146
"QC","IPU",20,"43",-6.04543292128183
"IN","NB2",20,"43",-6.84269648113435
"IPU","NB2",20,"43",-8.70414643398058
"NB2","NB2",20,"43",-3.53229133394795
"ON","NB2",20,"43",-7.79705257589816
"QC","NB2",20,"43",-5.05943031286199
"IN","ON",20,"43",-5.31220725834015
"IPU","ON",20,"43",-6.85940693622975
"NB2","ON",20,"43",-4.32798784908745
"ON","ON",20,"43",-5.98526001060845
"QC","ON",20,"43",-4.1703215688067
"IN","QC",20,"43",-6.30378222372704
"IPU","QC",20,"43",-8.27648056066145
"NB2","QC",20,"43",-5.12457232588898
"ON","QC",20,"43",-7.38992378017705
"QC","QC",20,"43",-3.50279378688415
"AB","AB",25,"43",-2.83818015619407
"IN","AB",25,"43",-19.5608373132379
"IPU","AB",25,"43",-3.27446533040185
"NB2","AB",25,"43",-5.30151668114942
"ON","AB",25,"43",-5.01654483253545
"QC","AB",25,"43",-4.58580937455947
"AB","IN",25,"43",-5.38415776131672
"IN","IN",25,"43",-13.104440706305
"IPU","IN",25,"43",-3.1728178652244
"NB2","IN",25,"43",-14.8698699293812
"ON","IN",25,"43",-9.5062527857201
"QC","IN",25,"43",-8.61759750415601
"AB","IPU",25,"43",-7.42407109932968
"IN","IPU",25,"43",-23.6748193048776
"IPU","IPU",25,"43",-2.16657219599259
"NB2","IPU",25,"43",-6.28090434833804
"ON","IPU",25,"43",-4.98181509327458
"QC","IPU",25,"43",-4.27203983516789
"AB","NB2",25,"43",-10.2163253034827
"IN","NB2",25,"43",-19.452646726352
"IPU","NB2",25,"43",-8.11809388129619
"NB2","NB2",25,"43",-4.59387593120351
"ON","NB2",25,"43",-5.19976058258396
"QC","NB2",25,"43",-6.98249437982552
"AB","ON",25,"43",-9.2599853695597
"IN","ON",25,"43",-18.3567278794312
"IPU","ON",25,"43",-6.64977032860959
"NB2","ON",25,"43",-6.47421240903262
"ON","ON",25,"43",-3.79526074993617
"QC","ON",25,"43",-6.25680126151158
"AB","QC",25,"43",-10.1590649233581
"IN","QC",25,"43",-17.7006068464698
"IPU","QC",25,"43",-6.41022010532736
"NB2","QC",25,"43",-5.87581475794771
"ON","QC",25,"43",-4.23626660200334
"QC","QC",25,"43",-3.88301298325427
"IN","AB",30,"43",-13.6541956025662
"IPU","AB",30,"43",-5.44592960796128
"NB2","AB",30,"43",-6.45817482646346
"ON","AB",30,"43",-5.30441542873794
"QC","AB",30,"43",-5.52341581402534
"IN","IN",30,"43",-12.0512998400825
"IPU","IN",30,"43",-3.49936107002419
"NB2","IN",30,"43",-12.7775616871751
"ON","IN",30,"43",-5.49775833434979
"QC","IN",30,"43",-5.2817782306771
"IN","IPU",30,"43",-11.7852942301939
"IPU","IPU",30,"43",-3.97289383877967
"NB2","IPU",30,"43",-7.59590243033641
"ON","IPU",30,"43",-5.15209918742631
"QC","IPU",30,"43",-4.74838816495788
"IN","NB2",30,"43",-10.8242675282203
"IPU","NB2",30,"43",-11.0458733493955
"NB2","NB2",30,"43",-5.09796479631714
"ON","NB2",30,"43",-7.88085462212504
"QC","NB2",30,"43",-8.77804217378957
"IN","ON",30,"43",-12.2891691977333
"IPU","ON",30,"43",-9.51587241346746
"NB2","ON",30,"43",-4.17832083644414
"ON","ON",30,"43",-4.08217479738686
"QC","ON",30,"43",-7.37346305969547
"IN","QC",30,"43",-11.5365961440781
"IPU","QC",30,"43",-9.06431188143585
"NB2","QC",30,"43",-4.72570550736158
"ON","QC",30,"43",-7.24334979972817
"QC","QC",30,"43",-4.46640375347865
"IN","AB",35,"43",-16.001070012277
"IPU","AB",35,"43",-8.00719254577298
"NB2","AB",35,"43",-12.6059817866147
"ON","AB",35,"43",-5.9688661496581
"QC","AB",35,"43",-6.62167174350381
"IN","IN",35,"43",-11.1372131454548
"IPU","IN",35,"43",-8.86900608061124
"NB2","IN",35,"43",-22.3199367847717
"ON","IN",35,"43",-4.90416306203122
"QC","IN",35,"43",-8.61790529237177
"IN","IPU",35,"43",-22.4328241843717
"IPU","IPU",35,"43",-5.61267556386146
"NB2","IPU",35,"43",-20.7161531474909
"ON","IPU",35,"43",-5.97971882613033
"QC","IPU",35,"43",-7.81540989048917
"IN","NB2",35,"43",-12.6058404217433
"IPU","NB2",35,"43",-23.8071137236581
"NB2","NB2",35,"43",-9.95802484545012
"ON","NB2",35,"43",-8.41911630733852
"QC","NB2",35,"43",-14.0841349222077
"IN","ON",35,"43",-13.9161927126575
"IPU","ON",35,"43",-14.6536953875996
"NB2","ON",35,"43",-9.88387045766341
"ON","ON",35,"43",-4.481581071903
"QC","ON",35,"43",-8.19346482120062
"IN","QC",35,"43",-12.1954449485417
"IPU","QC",35,"43",-15.4748098994854
"NB2","QC",35,"43",-8.54881062767953
"ON","QC",35,"43",-5.81031454597065
"QC","QC",35,"43",-7.83155364672402
"IN","AB",5,"44",-9.85734020895167
"IPU","AB",5,"44",-5.49579438391275
"NB2","AB",5,"44",-5.74605150155392
"ON","AB",5,"44",-5.07762002290588
"QC","AB",5,"44",-5.7332490578904
"IN","IN",5,"44",-13.7295890233185
"IPU","IN",5,"44",-8.45682040024918
"NB2","IN",5,"44",-5.19300873266417
"ON","IN",5,"44",-7.11139623434609
"QC","IN",5,"44",-8.5593385196703
"IN","IPU",5,"44",-20.6348932410965
"IPU","IPU",5,"44",-6.69083645366414
"NB2","IPU",5,"44",-4.48061683851498
"ON","IPU",5,"44",-4.47129108149395
"QC","IPU",5,"44",-7.41614414405436
"IN","NB2",5,"44",-8.07755634521275
"IPU","NB2",5,"44",-6.44064172105369
"NB2","NB2",5,"44",-4.91467708693034
"ON","NB2",5,"44",-5.63757686778497
"QC","NB2",5,"44",-6.35349551518158
"IN","ON",5,"44",-8.41563279032014
"IPU","ON",5,"44",-5.72900963009827
"NB2","ON",5,"44",-8.08491309027166
"ON","ON",5,"44",-3.43347483791984
"QC","ON",5,"44",-6.05010088003361
"IN","QC",5,"44",-7.95912501424455
"IPU","QC",5,"44",-6.76671600650307
"NB2","QC",5,"44",-9.16125291569103
"ON","QC",5,"44",-6.02285641439076
"QC","QC",5,"44",-4.30099137641043
"IN","AB",10,"44",-12.6782680261637
"IPU","AB",10,"44",-5.56972228281685
"NB2","AB",10,"44",-7.46843296147878
"ON","AB",10,"44",-5.44030604869733
"QC","AB",10,"44",-5.81237305899069
"IN","IN",10,"44",-13.5812212312939
"IPU","IN",10,"44",-4.3888785465706
"NB2","IN",10,"44",-18.8363205957747
"ON","IN",10,"44",-8.94860529508854
"QC","IN",10,"44",-8.61081279190017
"IN","IPU",10,"44",-17.6569888394397
"IPU","IPU",10,"44",-2.57614901273875
"NB2","IPU",10,"44",-13.0954082051831
"ON","IPU",10,"44",-5.96754505750947
"QC","IPU",10,"44",-7.93239155183423
"IN","NB2",10,"44",-11.8179328358035
"IPU","NB2",10,"44",-12.8647023821258
"NB2","NB2",10,"44",-6.47491909183722
"ON","NB2",10,"44",-5.55654249700148
"QC","NB2",10,"44",-7.02501658571372
"IN","ON",10,"44",-13.8380791251068
"IPU","ON",10,"44",-15.2581409094007
"NB2","ON",10,"44",-5.65071419974257
"ON","ON",10,"44",-3.2285089551197
"QC","ON",10,"44",-7.58461260867138
"IN","QC",10,"44",-12.2442666707633
"IPU","QC",10,"44",-13.3881463276589
"NB2","QC",10,"44",-5.17796543224034
"ON","QC",10,"44",-5.60733895593718
"QC","QC",10,"44",-4.87907122557392
"IPU","AB",15,"44",-8.17461166548523
"IPU","IN",15,"44",-6.20155520660267
"IPU","IPU",15,"44",-4.20815198347277
"IPU","NB2",15,"44",-24.1353031098587
"IPU","ON",15,"44",-28.3316716217476
"IPU","QC",15,"44",-24.6710413097727
"IN","AB",20,"44",-5.70305781929479
"IPU","AB",20,"44",-5.6548782313112
"NB2","AB",20,"44",-6.52718534181527
"ON","AB",20,"44",-6.21256684904124
"QC","AB",20,"44",-5.06590891213938
"IN","IN",20,"44",-3.89124967690872
"IPU","IN",20,"44",-3.68724153799125
"NB2","IN",20,"44",-11.2205939195211
"ON","IN",20,"44",-13.7739008709372
"QC","IN",20,"44",-8.42562286110336
"IN","IPU",20,"44",-4.54765601788071
"IPU","IPU",20,"44",-3.50421592110462
"NB2","IPU",20,"44",-6.86614756493586
"ON","IPU",20,"44",-6.39998767339837
"QC","IPU",20,"44",-4.13257048472175
"IN","NB2",20,"44",-7.81209500504383
"IPU","NB2",20,"44",-11.8348200582355
"NB2","NB2",20,"44",-5.38776497808901
"ON","NB2",20,"44",-5.45416077996314
"QC","NB2",20,"44",-6.39365034963168
"IN","ON",20,"44",-6.33480353344751
"IPU","ON",20,"44",-9.68041750078273
"NB2","ON",20,"44",-6.06431871153461
"ON","ON",20,"44",-5.93405330086707
"QC","ON",20,"44",-4.96918473498329
"IN","QC",20,"44",-7.51562987406394
"IPU","QC",20,"44",-11.2440086159148
"NB2","QC",20,"44",-6.9750400359508
"ON","QC",20,"44",-5.26094551162548
"QC","QC",20,"44",-2.79410364212913
"AB","AB",25,"44",-2.80509318756936
"IN","AB",25,"44",-4.0956081919678
"IPU","AB",25,"44",-3.34213831148807
"NB2","AB",25,"44",-4.710194200399
"ON","AB",25,"44",-5.80975320741285
"QC","AB",25,"44",-3.21730767029128
"AB","IN",25,"44",-4.13874370202996
"IN","IN",25,"44",-3.17779755529088
"IPU","IN",25,"44",-2.69488492856969
"NB2","IN",25,"44",-10.9690656647382
"ON","IN",25,"44",-15.0312445854675
"QC","IN",25,"44",-5.09371145271536
"AB","IPU",25,"44",-5.3238709789954
"IN","IPU",25,"44",-2.88807385125269
"IPU","IPU",25,"44",-2.07663499187183
"NB2","IPU",25,"44",-6.83609819337908
"ON","IPU",25,"44",-7.92726425741693
"QC","IPU",25,"44",-2.13115575505064
"AB","NB2",25,"44",-7.74785127292864
"IN","NB2",25,"44",-6.42476411995721
"IPU","NB2",25,"44",-9.41684947547859
"NB2","NB2",25,"44",-2.54136981355199
"ON","NB2",25,"44",-4.53098380679384
"QC","NB2",25,"44",-5.54508058239614
"AB","ON",25,"44",-6.91894169514394
"IN","ON",25,"44",-4.98651772341575
"IPU","ON",25,"44",-8.3925279194298
"NB2","ON",25,"44",-3.98534410951232
"ON","ON",25,"44",-4.55055140262502
"QC","ON",25,"44",-4.75708701730937
"AB","QC",25,"44",-7.33725553358705
"IN","QC",25,"44",-4.94348720565092
"IPU","QC",25,"44",-7.8898213541215
"NB2","QC",25,"44",-3.95312701112516
"ON","QC",25,"44",-4.44121917160586
"QC","QC",25,"44",-1.66844474229828
"IN","AB",30,"44",-9.31986933523502
"IPU","AB",30,"44",-5.82335523289724
"NB2","AB",30,"44",-6.18115971460219
"ON","AB",30,"44",-5.38403729573455
"QC","AB",30,"44",-6.62898049552311
"IN","IN",30,"44",-8.13827186473407
"IPU","IN",30,"44",-3.61982556415386
"NB2","IN",30,"44",-11.1462493730237
"ON","IN",30,"44",-7.1266237454405
"QC","IN",30,"44",-8.29768534949361
"IN","IPU",30,"44",-6.88151661346495
"IPU","IPU",30,"44",-4.34545883653404
"NB2","IPU",30,"44",-7.88153493897875
"ON","IPU",30,"44",-4.19631865209485
"QC","IPU",30,"44",-5.54583336753475
"IN","NB2",30,"44",-7.88695366570626
"IPU","NB2",30,"44",-11.396160337186
"NB2","NB2",30,"44",-4.42355987720594
"ON","NB2",30,"44",-5.33566554280038
"QC","NB2",30,"44",-6.64633187919737
"IN","ON",30,"44",-8.31004661969966
"IPU","ON",30,"44",-11.647705448357
"NB2","ON",30,"44",-4.47909237269981
"ON","ON",30,"44",-3.89787422160663
"QC","ON",30,"44",-6.1779702181167
"IN","QC",30,"44",-8.03220458284945
"IPU","QC",30,"44",-10.1623671852085
"NB2","QC",30,"44",-4.80660653482898
"ON","QC",30,"44",-4.52340572591504
"QC","QC",30,"44",-5.05563724415341
"IN","AB",35,"44",-8.23239042436497
"IPU","AB",35,"44",-6.40579582130993
"NB2","AB",35,"44",-11.8874318574238
"ON","AB",35,"44",-7.43501937464474
"QC","AB",35,"44",-6.44715568149426
"IN","IN",35,"44",-5.52630935278469
"IPU","IN",35,"44",-3.9035212872894
"NB2","IN",35,"44",-13.440128688949
"ON","IN",35,"44",-10.7026981450685
"QC","IN",35,"44",-3.60679572964466
"IN","IPU",35,"44",-10.3296700020883
"IPU","IPU",35,"44",-2.70296555528239
"NB2","IPU",35,"44",-13.7945874967571
"ON","IPU",35,"44",-9.8274607559148
"QC","IPU",35,"44",-4.28039284258713
"IN","NB2",35,"44",-8.42881593232978
"IPU","NB2",35,"44",-18.7008539280684
"NB2","NB2",35,"44",-11.8642240824108
"ON","NB2",35,"44",-6.15018251447688
"QC","NB2",35,"44",-17.0587586369781
"IN","ON",35,"44",-7.70278978943324
"IPU","ON",35,"44",-11.3639059193171
"NB2","ON",35,"44",-12.4041498923117
"ON","ON",35,"44",-8.06270891072096
"QC","ON",35,"44",-10.3295930887412
"IN","QC",35,"44",-6.96463327115104
"IPU","QC",35,"44",-11.9668556377769
"NB2","QC",35,"44",-10.8483302422093
"ON","QC",35,"44",-5.26061859291918
"QC","QC",35,"44",-6.63373485826561
"IN","AB",5,"45",-6.12181694798705
"IPU","AB",5,"45",-5.3935377516271
"NB2","AB",5,"45",-4.93302737479026
"ON","AB",5,"45",-5.13398304253179
"QC","AB",5,"45",-5.32107157645322
"IN","IN",5,"45",-5.50410607717717
"IPU","IN",5,"45",-6.17264132792968
"NB2","IN",5,"45",-7.9857089149269
"ON","IN",5,"45",-3.96924652757127
"QC","IN",5,"45",-6.93561498579965
"IN","IPU",5,"45",-10.0661018846129
"IPU","IPU",5,"45",-4.18941273492877
"NB2","IPU",5,"45",-5.74085776380117
"ON","IPU",5,"45",-3.83171736776304
"QC","IPU",5,"45",-5.64540290116279
"IN","NB2",5,"45",-5.66845079959465
"IPU","NB2",5,"45",-9.04560282296826
"NB2","NB2",5,"45",-3.55766582119179
"ON","NB2",5,"45",-8.4197940958371
"QC","NB2",5,"45",-6.28206947670785
"IN","ON",5,"45",-5.48743388908389
"IPU","ON",5,"45",-8.31026588400159
"NB2","ON",5,"45",-4.66384304350042
"ON","ON",5,"45",-4.18933277445874
"QC","ON",5,"45",-5.8935551992927
"IN","QC",5,"45",-5.75776467846344
"IPU","QC",5,"45",-9.74914129608767
"NB2","QC",5,"45",-5.32728778329704
"ON","QC",5,"45",-9.63181899847301
"QC","QC",5,"45",-3.6319562933934
"IN","AB",10,"45",-5.14718904387442
"IPU","AB",10,"45",-5.87228444196688
"NB2","AB",10,"45",-5.0750053079094
"ON","AB",10,"45",-5.37890221864351
"QC","AB",10,"45",-5.71423284770624
"IN","IN",10,"45",-3.57353644614464
"IPU","IN",10,"45",-4.24149054022256
"NB2","IN",10,"45",-6.77762089362722
"ON","IN",10,"45",-7.8915672356479
"QC","IN",10,"45",-9.65094825128113
"IN","IPU",10,"45",-5.4980806005328
"IPU","IPU",10,"45",-2.78466842090274
"NB2","IPU",10,"45",-4.33856777429274
"ON","IPU",10,"45",-5.65251948561738
"QC","IPU",10,"45",-5.8043723754646
"IN","NB2",10,"45",-6.9642829890547
"IPU","NB2",10,"45",-14.7888044022218
"NB2","NB2",10,"45",-3.97134354166456
"ON","NB2",10,"45",-5.95107029896919
"QC","NB2",10,"45",-6.65880107336533
"IN","ON",10,"45",-7.4633196076318
"IPU","ON",10,"45",-17.7257637612961
"NB2","ON",10,"45",-7.2165526059841
"ON","ON",10,"45",-3.15383536171156
"QC","ON",10,"45",-6.90898533334304
"IN","QC",10,"45",-7.4763861838632
"IPU","QC",10,"45",-15.5288778235376
"NB2","QC",10,"45",-7.2060101968093
"ON","QC",10,"45",-6.268372500091
"QC","QC",10,"45",-3.73918300816989
"IPU","AB",15,"45",-8.73544302273732
"IPU","IN",15,"45",-6.6089983565071
"IPU","IPU",15,"45",-4.83588985801472
"IPU","NB2",15,"45",-26.9964246227167
"IPU","ON",15,"45",-31.1890317011764
"IPU","QC",15,"45",-27.424040405484
"IN","AB",20,"45",-5.56781864736331
"IPU","AB",20,"45",-5.47827247906773
"NB2","AB",20,"45",-5.70758372703992
"ON","AB",20,"45",-5.23653105699427
"QC","AB",20,"45",-5.3958018393931
"IN","IN",20,"45",-4.09808531616117
"IPU","IN",20,"45",-4.3184228152933
"NB2","IN",20,"45",-12.759090121836
"ON","IN",20,"45",-5.33126223457125
"QC","IN",20,"45",-9.69325991904659
"IN","IPU",20,"45",-5.62619005053447
"IPU","IPU",20,"45",-3.06712023549741
"NB2","IPU",20,"45",-6.3577762651246
"ON","IPU",20,"45",-4.29473147474346
"QC","IPU",20,"45",-5.85265253270819
"IN","NB2",20,"45",-6.68337032049632
"IPU","NB2",20,"45",-10.652611469154
"NB2","NB2",20,"45",-4.06371445785716
"ON","NB2",20,"45",-9.38945558481241
"QC","NB2",20,"45",-6.55095848268951
"IN","ON",20,"45",-5.38204091943129
"IPU","ON",20,"45",-8.71203473359011
"NB2","ON",20,"45",-4.62925707306507
"ON","ON",20,"45",-3.67935152307243
"QC","ON",20,"45",-5.17799110958151
"IN","QC",20,"45",-6.25840940382855
"IPU","QC",20,"45",-10.2211129747835
"NB2","QC",20,"45",-5.05609175732303
"ON","QC",20,"45",-8.92867090332923
"QC","QC",20,"45",-3.30849292225828
"AB","AB",25,"45",-2.79203408685856
"IN","AB",25,"45",-4.31686667730513
"IPU","AB",25,"45",-4.0628929150393
"NB2","AB",25,"45",-3.90407718561995
"ON","AB",25,"45",-7.844337574932
"QC","AB",25,"45",-3.63009716197647
"AB","IN",25,"45",-4.92149849925123
"IN","IN",25,"45",-3.99962446632856
"IPU","IN",25,"45",-5.29841156320791
"NB2","IN",25,"45",-6.48515386271541
"ON","IN",25,"45",-11.7298015515365
"QC","IN",25,"45",-7.76444796344465
"AB","IPU",25,"45",-7.72634812483053
"IN","IPU",25,"45",-3.22232181908849
"IPU","IPU",25,"45",-3.01230689621704
"NB2","IPU",25,"45",-2.61485272566013
"ON","IPU",25,"45",-6.78998131635957
"QC","IPU",25,"45",-2.738624848479
"AB","NB2",25,"45",-11.5663835944279
"IN","NB2",25,"45",-5.9949373221662
"IPU","NB2",25,"45",-9.70104505161791
"NB2","NB2",25,"45",-2.9744678018327
"ON","NB2",25,"45",-6.67488261566448
"QC","NB2",25,"45",-6.32969261448069
"AB","ON",25,"45",-10.4771744110422
"IN","ON",25,"45",-4.98683118452917
"IPU","ON",25,"45",-7.93254376423933
"NB2","ON",25,"45",-4.1887496921655
"ON","ON",25,"45",-5.84785973677868
"QC","ON",25,"45",-5.55516850967304
"AB","QC",25,"45",-11.802189619176
"IN","QC",25,"45",-4.86186004262433
"IPU","QC",25,"45",-7.675719640777
"NB2","QC",25,"45",-3.98395467014131
"ON","QC",25,"45",-5.90350305712112
"QC","QC",25,"45",-3.2370486962181
"IN","AB",30,"45",-5.72426744609961
"IPU","AB",30,"45",-6.70580213993689
"NB2","AB",30,"45",-5.42714218836874
"ON","AB",30,"45",-5.11238536629995
"QC","AB",30,"45",-6.02144771772421
"IN","IN",30,"45",-4.98726522182635
"IPU","IN",30,"45",-7.38190856550661
"NB2","IN",30,"45",-5.8967231251271
"ON","IN",30,"45",-5.45802725809151
"QC","IN",30,"45",-6.89742959037993
"IN","IPU",30,"45",-4.82881307442601
"IPU","IPU",30,"45",-8.93926188752241
"NB2","IPU",30,"45",-5.26950479561352
"ON","IPU",30,"45",-4.5859404745905
"QC","IPU",30,"45",-4.96345918689286
"IN","NB2",30,"45",-6.35042833402164
"IPU","NB2",30,"45",-7.53830504753592
"NB2","NB2",30,"45",-3.95962298700276
"ON","NB2",30,"45",-6.39092812521858
"QC","NB2",30,"45",-7.20870312854811
"IN","ON",30,"45",-5.82489462382872
"IPU","ON",30,"45",-8.55483014891255
"NB2","ON",30,"45",-6.4089194760606
"ON","ON",30,"45",-3.09172606492134
"QC","ON",30,"45",-6.60140144882997
"IN","QC",30,"45",-5.82063893759882
"IPU","QC",30,"45",-6.72636250855794
"NB2","QC",30,"45",-6.03884771022036
"ON","QC",30,"45",-5.73485157340988
"QC","QC",30,"45",-4.65565430738477
"IN","AB",35,"45",-7.64401805215656
"IPU","AB",35,"45",-8.51478257411525
"NB2","AB",35,"45",-10.3842933439162
"ON","AB",35,"45",-5.69098749104071
"QC","AB",35,"45",-5.74057495659122
"IN","IN",35,"45",-4.50690555393314
"IPU","IN",35,"45",-11.2910953942568
"NB2","IN",35,"45",-20.8445721392579
"ON","IN",35,"45",-5.50303041283212
"QC","IN",35,"45",-3.27829830537426
"IN","IPU",35,"45",-9.75292426261431
"IPU","IPU",35,"45",-4.93453264121558
"NB2","IPU",35,"45",-18.5014032069129
"ON","IPU",35,"45",-5.79252566404839
"QC","IPU",35,"45",-3.66804928415842
"IN","NB2",35,"45",-6.91202787173583
"IPU","NB2",35,"45",-28.3288230064856
"NB2","NB2",35,"45",-8.032956001404
"ON","NB2",35,"45",-7.49122883275343
"QC","NB2",35,"45",-15.1117821032878
"IN","ON",35,"45",-6.06501986973898
"IPU","ON",35,"45",-15.2295835286614
"NB2","ON",35,"45",-8.14500590034685
"ON","ON",35,"45",-4.18230383363563
"QC","ON",35,"45",-9.05157985943575
"IN","QC",35,"45",-5.68674800206291
"IPU","QC",35,"45",-16.0960324689959
"NB2","QC",35,"45",-7.15758572343624
"ON","QC",35,"45",-5.17546544506125
"QC","QC",35,"45",-4.82839730456221
"IN","AB",5,"46",-5.31993382073312
"IPU","AB",5,"46",-5.80986316115879
"NB2","AB",5,"46",-4.9697423362431
"ON","AB",5,"46",-5.5980431882503
"QC","AB",5,"46",-6.29691207605884
"IN","IN",5,"46",-4.12425102619136
"IPU","IN",5,"46",-5.4123606772598
"NB2","IN",5,"46",-8.99281684985346
"ON","IN",5,"46",-8.34771383565955
"QC","IN",5,"46",-10.6454798162914
"IN","IPU",5,"46",-7.0823562008736
"IPU","IPU",5,"46",-4.26599823936383
"NB2","IPU",5,"46",-6.77694350233011
"ON","IPU",5,"46",-4.66315312295472
"QC","IPU",5,"46",-9.552720481885
"IN","NB2",5,"46",-4.958631184679
"IPU","NB2",5,"46",-11.190013352586
"NB2","NB2",5,"46",-3.86134633632637
"ON","NB2",5,"46",-6.03723265052546
"QC","NB2",5,"46",-6.56194135656161
"IN","ON",5,"46",-4.50029769466094
"IPU","ON",5,"46",-10.7340375974851
"NB2","ON",5,"46",-4.96873706980403
"ON","ON",5,"46",-4.32357569144311
"QC","ON",5,"46",-6.39604271399431
"IN","QC",5,"46",-5.02523540548081
"IPU","QC",5,"46",-12.0990685211021
"NB2","QC",5,"46",-5.5456583367649
"ON","QC",5,"46",-6.67080437510126
"QC","QC",5,"46",-5.41139020459434
"IN","AB",10,"46",-5.33255826849099
"IPU","AB",10,"46",-5.94349211460478
"NB2","AB",10,"46",-5.93029808365534
